id_lieu,annee_tournage,type_tournage,nom_tournage,nom_realisateur,nom_producteur,adresse_lieu,ardt_lieu,date_debut,date_fin,coord_x,coord_y,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2020-936,2020,Série Web,H24,Valérie Urrea et Nathalie Masduraud,Les Batelières,"15 rue hélène brion, 75013 paris",75013,2020-11-29,2020-11-29,2.38188264,48.82846271,Feature,"[2.381882639574584, 48.828462704601776]",Point,2.381882639574584,48.828462704601776
2020-948,2020,Série Web,H24,Valérie Urrea et Nathalie Masduraud,Les Batelières,"rue thomas mann, 75013 paris",75013,2020-11-29,2020-11-29,2.37816066,48.82917268,Feature,"[2.3781606591128464, 48.82917268294524]",Point,2.3781606591128464,48.82917268294524
2021-147,2021,Long métrage,FlashBack,Caroline Vigneaux,FALSHBACK FILMS,"avenue hoche, 75008 paris",75008,2021-02-12,2021-02-12,2.30123241,48.87636904,Feature,"[2.3012324148853063, 48.87636903783811]",Point,2.3012324148853063,48.87636903783811
2017-1691,2017,Long métrage,JALOUSE,Stéphane et David FOENKINOS,MANDARIN PRODUCTION,"128 quai de bercy, 75012 paris",75012,2017-01-27,2017-01-27,2.38441217,48.83241038,Feature,"[2.3844121743336, 48.83241037546617]",Point,2.3844121743336,48.83241037546617
2017-1718,2017,Long métrage,Mes provinciales,Jean Paul Civeyrac,Moby Dick Films,"avenue du général san martin, 75019 paris",75019,2017-02-16,2017-02-16,2.37931433,48.87832182,Feature,"[2.3793143253088584, 48.87832182071034]",Point,2.3793143253088584,48.87832182071034
2017-676,2017,Long métrage,Les Estivants,Valéria Bruni-Tedeschi,AD VITAM,"25 rue de l' amiral hamelin, 75116 paris",75116,2017-10-10,2017-10-10,2.29176543,48.86793722,Feature,"[2.2917654349735908, 48.86793722298213]",Point,2.2917654349735908,48.86793722298213
2018-420,2018,Long métrage,PLAY,Anthony Marciano,Chapter 2,"1 rue du tunnel, 75019 paris",75019,2018-03-28,2018-03-28,2.38549289,48.87878327,Feature,"[2.3854928916779086, 48.87878326951713]",Point,2.385492891677909,48.87878326951713
2017-88,2017,Série TV,CHRONIQUES PARISIENNES,ZABOU BREITMAN,LES FILMS DU KIOSQUE,"2 rue du docteur magnan, 75013 paris",75013,2017-03-03,2017-03-03,2.36201233,48.82747329,Feature,"[2.362012330224389, 48.82747329078593]",Point,2.362012330224389,48.82747329078593
2017-831,2017,Série TV,Vingt-cinq,Bryan Marciano,ELIPH PRODUCTIONS,"2 rue riboutté, 75009 paris",75009,2017-10-25,2017-10-25,2.34650105,48.8760349,Feature,"[2.3465010542806186, 48.87603490022978]",Point,2.3465010542806186,48.87603490022978
2017-221,2017,Long métrage,Le Doudou,Philippe MECHELEN / Julien HERVE,Eskwad,"12 place du panthéon, 75005 paris",75005,2017-04-06,2017-04-06,2.34488753,48.84680568,Feature,"[2.3448875263168776, 48.846805681802806]",Point,2.3448875263168776,48.846805681802806
2016-320,2016,Long métrage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,15  RUE  POLIVEAU,75005,2016-05-09,2016-05-09,2.360048,48.840246,Feature,"[2.360048000624602, 48.840245999846665]",Point,2.360048000624602,48.840245999846665
2016-1721,2016,Long métrage,H4-93,OLIVIER AYACHE VIDAL,L'ATELIER DE PRODUCTION,15  BOULEVARD  RASPAIL,75007,2016-10-10,2016-10-10,2.326215,48.854434,Feature,"[2.3262150006845004, 48.85443399960208]",Point,2.3262150006845004,48.85443399960208
2020-386,2020,Long métrage,Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,"rue du pré aux clercs, 75007 paris",75007,2020-08-20,2020-08-21,2.33035128,48.85681058,Feature,"[2.3303512838432825, 48.856810583468636]",Point,2.3303512838432825,48.85681058346864
2021-656,2021,Série TV,SYNDROME E,Laure DE BUTLER,ESCAZAL FILMS,"boulevard edgar quinet, 75014 paris",75014,2021-05-24,2021-05-24,2.32779061,48.84029907,Feature,"[2.3277906137761244, 48.84029906779005]",Point,2.3277906137761244,48.84029906779005
2016-1789,2016,Long métrage,GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,9 ET 11  RUE  TRONCHET,75008,2016-03-10,2016-03-11,2.32541,48.871633,Feature,"[2.325409999834243, 48.87163299984633]",Point,2.325409999834243,48.87163299984633
2016-2688,2016,Série TV,LIANG SHENG,LIU CHUN-CHIEN,KANZAMAN FRANCE,QUAI  BRANLY,75007,2016-12-14,2016-12-14,2.29771,48.861511,Feature,"[2.297709999872978, 48.86151099975563]",Point,2.297709999872978,48.86151099975563
2021-433,2021,Série TV,VTC,Julien Bittner,BRIDGES,"place jeanne d'arc, 75013 paris",75013,2021-04-10,2021-04-10,2.36780388,48.83034946,Feature,"[2.3678038810704103, 48.83034946199652]",Point,2.3678038810704103,48.83034946199652
2016-1233,2016,Long métrage,AMANT DOUBLE,FRANCOIS OZON,MANDARIN FILMS,277  RUE  DE CHARENTON,75012,2016-10-31,2016-11-04,2.39314,48.835044,Feature,"[2.3931399997857277, 48.835043999793065]",Point,2.393139999785728,48.835043999793065
2022-149,2022,Série TV,LUPIN,Daniel Grou,GAUMONT PRODUCTION TELEVISION,"rue japy, 75011 paris",75011,2022-02-28,2022-02-28,654702.2524,6861917.6363,Feature,"[2.3826479643014262, 48.855703115694595]",Point,2.3826479643014262,48.8557031156946
