annee_passage,date_passage,adresse,complement_d_adresse,code_postal,protection,voeu,resolution,siecle_de_construction,date_de_construction,designation,architecte,type_de_travaux_1,type_de_travaux_2,intervention,url_document_de_seance,doc_seance,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2004,2004-12-09,16 rue de la Clôture,16-22 rue de la Clôture,75019,['Aucune'],,Pas de résolution,XX,1923 ; 1950,Grands Moulins de Pantin,Haug et Brion / Léon Bailly,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/10/53f1c16f2600c1f0b558c178f2cc0897.pdf,Disponible,Feature,"[2.394776382660582, 48.89734607294001]",Point,2.394776382660582,48.89734607294001
2005,2005-06-07,7 rue de Talma,7-9 rue de Talma,75016,['Aucune'],"Vœu en faveur de la conservation des immeubles sis 7-9, rue Talma (16e arr.)La Commission du vieux Paris, réunie le 7 juin 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a formé le vœu que les deux petits immeubles sis 7 et 9, rue Talma (16e arr.) soient conservés en tant que derniers témoins du village de Passy et pour le respect de son caractère et de son paysage.",Vœu,XIX,,,,Démolition totale,,,Bientôt disponible,Bientôt disponible,Feature,"[2.276326146710447, 48.85727505907624]",Point,2.276326146710447,48.85727505907624
2005,2005-06-07,1B impasse Nansouty,,75014,['Protection Ville de Paris'],,Pas de résolution,XX,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3335404481095354, 48.82177351744443]",Point,2.3335404481095354,48.82177351744443
2005,2005-05-12,81 rue de Grenelle,,75007,['Plan de sauvegarde et de mise en valeur'],"Vœu contre le projet actuel de modification du petit hôtel d’Estrées sis 81, rue de Grenelle (7e arr.)La Commission du vieux Paris, réunie le 12 mai 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a formé le vœu qu’elle effectue une visite du petit hôtel d’Estrées sis 81, rue de Grenelle (7e arr.) avant de se prononcer sur le projet de réhabilitation de cet hôtel, qui lui semble peu respectueuse de l’histoire du bâtiment.",Vœu,XVII,,petit hôtel d'Estrées,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3226357532351196, 48.85592960496518]",Point,2.3226357532351196,48.85592960496518
2005,2005-06-07,22 rue Clément Marot,22 rue Clément Marot / 39-41 rue Fançois 1er / 15-21 rue Marboeuf  / 4-8 rue de Cerisoles,75008,['Aucune'],"Agrément du nouveau projet de prolongation de l’escalier de l’immeuble sis 22, rue Clément Marot (8e arr.)La Commission du vieux Paris, réunie le 7 juin 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, après examen du nouveau projet a agréé la demande de prolongation de l’escalier de l’immeuble sis 22, rue Clément Marot (8e arr.) selon les plans qui lui ont été soumis.",Vœu,XIX,,,,Circulations intérieures,,,Bientôt disponible,Bientôt disponible,Feature,"[2.302681393971219, 48.868160271490346]",Point,2.302681393971219,48.868160271490346
2005,2005-06-07,1 rue de Turenne,1 rue de Turenne  / 74-76 rue Saint-Antoine,75004,['Plan de sauvegarde et de mise en valeur'],,Pas de résolution,XIX,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.363028930692196, 48.85484990280756]",Point,2.363028930692196,48.85484990280756
2005,2005-05-12,1 rue de Tilsitt,,75008,"['Protection Ville de Paris', 'Classé Monument historique']","Voeu en faveur de la restitution de l’élévation initiale de la cour de l’hôtel Landolfo-Carcano (8e arr.)La Commission du vieux Paris, réunie le 12 mai 2005 à l’Hôtel de Ville, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a formé le vœu que les transformations proposées sur l’avancée en serrurerie dans la cour de l’hôtel Landolfo-Caracano sis 1, rue de Tilsitt (8e arr.) soient argumentées par une étude historique permettant de restituer l’état initial de l’architecte Rohault de Fleury.",Vœu,XIX,,"hôtel Landolfo Carcano, hôtels de la place de l'Étoile",Jacques-Ignace Hittorff ; Charles Rohault de Fleury,Démolition partielle,Etude historique,,Bientôt disponible,Bientôt disponible,Feature,"[2.297196243331645, 48.87361089869476]",Point,2.297196243331645,48.87361089869476
2005,2005-04-21,121 rue de Lille,,75007,['Plan de sauvegarde et de mise en valeur'],"La Commission du vieux Paris, réunie le 21 avril 2005, sous la présidence de Mme Moïra Guilmart, adjointe au maire chargée du patrimoine, a formé le vœu que l’ascenseur (grille et cabine) installé dans le jour du grand escalier de l’hôtel particulier 121, rue de Lille (7e arr.), édifié par Parent en 1895, soit conservé, ainsi que le sol en mosaïque et l’emmarchement de l’escalier afin que l’état ancien du bâtiment soit préservé.",Vœu,XIX,,Institut Néerlandais,Parent,Circulations intérieures,,,Bientôt disponible,Bientôt disponible,Feature,"[2.319795416891485, 48.86139555870355]",Point,2.319795416891485,48.86139555870355
2007,2007-06-12,7 rue d’Astorg,,75008,['Aucune'],"La Commission du vieux Paris, réunie le 12 juin 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a accepté la nouvelle proposition permettant de maintenir les anciens communs construits vers 1880 sur une parcelle appartenant au comte de Greffuhle par l’architecte Paul Ernest Sanson, surélévés en 1905, au 7 rue d’Astorg (8e arr.)",Vœu,XIX,,,Paul Ernest Sanson,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/5f5a709b9b2491a8253c4518361db5c0.pdf,Disponible,Feature,"[2.3192973078509227, 48.87243761027187]",Point,2.3192973078509227,48.87243761027187
2007,2007-04-03,8 rue Antoine Chantin,,75014,['Aucune'],,Pas de résolution,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/800ec2913c40a3763cc3fdd29f28a268.pdf,Disponible,Feature,"[2.323599954796125, 48.82702074110857]",Point,2.323599954796125,48.82702074110857
2007,2007-04-03,29 avenue Bugeaud,,75016,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 3 avril 2007 à l’Hôtel de Ville sous la présidence de M. Jacques Bravo, Maire du 9e  arrondissement, a protesté contre les travaux effectués sans autorisation et a formé un vœu en faveur d’une inscription du bâtiment sur la liste supplémentaire des bâtiments à protéger dans le PLU pour cet hôtel particulier construit en 1911 pour Monsieur Roxoroid de Belford par l’illustre architecte André Arfvidson.",Vœu,XX,1911,,André Arfvidson,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/800ec2913c40a3763cc3fdd29f28a268.pdf,Disponible,Feature,"[2.2814306552551495, 48.870447510416014]",Point,2.2814306552551495,48.870447510416014
2007,2007-04-03,74B rue Lauriston,74b-74t rue Lauriston,75016,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 3 avril 2007 à l’Hôtel de Ville sous la présidence de M. Jacques Bravo, Maire du 9e  arrondissement, a formé un vœu en faveur d’une extension à l’ensemble de l’édifice de la protection partielle dont bénéficie actuellement cet étonnant immeuble conçu en 1907-1908 par l’architecte Juste Vieux abritant en superstructure deux grandes salles de jeu de Paume, réalisées après le départ des Tuileries. Cette construction est probablement le premier exemple connu à Paris d’une typologie d’immeuble associant terrain de sport et garage, programme qui fera florès avec le développement de l’automobile durant l’entre-deux-guerres.",Vœu,XX,1907,salle de jeu de paume,Juste Vieux,Protection,,,https://cdn.paris.fr/paris/2019/07/24/800ec2913c40a3763cc3fdd29f28a268.pdf,Disponible,Feature,"[2.2888811846922743, 48.86831034742637]",Point,2.2888811846922743,48.86831034742637
2005,2005-10-20,1B rue Raffet,,75016,['Protection Ville de Paris'],,Pas de résolution,XX,,"atelier de Paul Bartholomé, puis de Bernard de La Tour d’Auvergne et de Maurice Calka",,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.265578291581862, 48.85063804391145]",Point,2.265578291581862,48.85063804391145
2007,2007-09-18,55 quai des Grands Augustins,55 quai des Grands Augustins  / 9 rue Dauphine,75006,['Aucune'],"La Commission du vieux Paris, réunie le 18 septembre 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a protesté contre les travaux de démolition et de décapage des sous-sols effectués sans attendre les autorisations administratives au 55 quai des Grands Augustins et 9 rue Dauphine (6e arr.), ensemble bénéficiant d’une protection au titre du Plan Local d’Urbanisme. Cette maison, visiblement composée de deux corps de bâtiments morphologiquement différents et reliés par un bel escalier du XVIIIe siècle, est bâtie sur un terrain situé sur une partie de l’enclos du couvent des Grands Augustins fondé vers 1293 et restructuré lors du percement de la rue Dauphine en 1607. Ce projet  aurait mérité une étude historique, patrimoniale et architecturale avant toute intervention.",Vœu,XVII,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/65beb107ef9153ac0a4a6d9dc498c6a5.pdf,Disponible,Feature,"[2.3408131477069145, 48.855669272475374]",Point,2.3408131477069145,48.855669272475374
2009,2009-01-28,23 rue du Poteau,,75018,['Aucune'],,Pas de résolution,,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/d54b48e1759cee0d11ce2a520a4a1e6d.pdf,Disponible,Feature,"[2.3420112464929406, 48.89367032502255]",Point,2.3420112464929406,48.89367032502255
2005,2005-10-20,47 boulevard de l'Hôpital,47-97 boulevard de l'Hôpital,75013,['Classé Monument historique'],,Pas de résolution,XVII,,hôpital La Salpêtrière,,Démolition totale,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3632202506549724, 48.84020885882784]",Point,2.3632202506549724,48.84020885882784
2006,2006-12-20,91 rue de la Fontaine au roi,91-95 rue de la Fontaine au roi  / 23 rue du Moulin Joly,75011,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/ac31e0d0c7567be947869abf801b3a63.pdf,Disponible,Feature,"[2.3777708672635094, 48.86944453810936]",Point,2.3777708672635094,48.86944453810936
2006,2006-01-17,2 rue Buzelin,2 rue Buzelin  / 72b rue Riquet,75018,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.3639117202036926, 48.89000156142673]",Point,2.3639117202036926,48.89000156142673
2007,2007-06-12,35 avenue de Choisy,,75013,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 12 juin 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a accepté la nouvelle proposition de traitement des lucarnes prévue dans le cadre du projet envisagé sur cet édifice construit en 1910 par la Société philanthropique Lebaudy au 35 avenue de Choisy (13e arr.) et protégé au titre du PLU.",Vœu,XX,1910,Société philanthropique Lebaudy,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/5f5a709b9b2491a8253c4518361db5c0.pdf,Disponible,Feature,"[2.3629758608564453, 48.82205016881201]",Point,2.3629758608564453,48.82205016881201
2007,2007-05-03,12 boulevard Denain,,75010,['Aucune'],"La Commission du vieux Paris, réunie le 3 mai 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu en faveur d’une proposition d’inscription sur la liste supplémentaire des éléments protégés au titre du PLU, pour l’élégant plafond peint signé « L. Thivet fils, rue Turenne 66» (probablement de l’école de Galland, à la fin du Second Empire ou au début de la Troisième République) et situé au rez-de-chaussée d’une ancienne boulangerie attenante à l’hôtel Terminus.",Vœu,XIX,,,L. Thivet,Protection,,,https://cdn.paris.fr/paris/2020/02/26/2f867b5c9d4093030ff3570eefabda40.pdf,Disponible,Feature,"[2.3549246973701194, 48.87964927632575]",Point,2.3549246973701194,48.87964927632575
2006,2006-09-12,3 rue d'Aubervilliers,,75018,['Aucune'],,Pas de résolution,,,secteur îlot Caillié,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/b3c9b024ea9e526c660d2c48ca695925.pdf,Disponible,Feature,"[2.364908971804924, 48.88473606066972]",Point,2.364908971804924,48.88473606066972
2006,2006-09-12,15 rue d'Aubervilliers,,75018,['Aucune'],,Pas de résolution,,,secteur îlot Caillié,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/b3c9b024ea9e526c660d2c48ca695925.pdf,Disponible,Feature,"[2.365482275372556, 48.885346155788994]",Point,2.365482275372556,48.885346155788994
2007,2007-11-27,168 boulevard de la Villette,168 boulevard de la Villette  / 8-16 cité Lepage,75019,['Aucune'],"La Commission du vieux Paris, réunie le 27 novembre 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a recommandé que soient conservés le porche et le passage carrossable au 168 boulevard de la Villette (19e arr.)",Vœu,XIX,,,,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2020/11/09/5e774be410828217632fe8f9df4cb0aa.pdf,Disponible,Feature,"[2.3705497587287567, 48.880651591941685]",Point,2.3705497587287567,48.880651591941685
2005,2005-11-24,5 rue Santerre,,75012,['Aucune'],,Pas de résolution,XX,,hôpital Rothschild,,Démolition totale,,,Bientôt disponible,Bientôt disponible,Feature,"[2.398069536639506, 48.84284798822594]",Point,2.398069536639506,48.84284798822594
2006,2006-05-23,19 rue Jacob,19-21 rue Jacob,75006,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 23 mai 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, ne s’oppose pas à l’implantation d’un ascenseur dans le jour du bel escalier de cet immeuble protégé au titre du patrimoine de la Ville de Paris dans le futur PLU, mais elle regrette qu’aucune solution alternative n’ait pu être envisagée au 19-21 rue Jacob (6e arr.)",Vœu,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/e3916616a0e1f06cd55927108fbbcf23.pdf,Disponible,Feature,"[2.334811838804853, 48.85514539037876]",Point,2.334811838804853,48.85514539037876
2006,2006-05-23,6 rue de Seine,6-8 rue de Seine,75006,,"La Commission du vieux Paris, réunie le 23 mai 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a autorisé l’implantation d’un ascenseur dans le jour du bel escalier de cet immeuble protégé au titre du patrimoine de la Ville de Paris dans le futur PLU, tout en regrettant qu’aucune solution alternative n’ait été envisagée au 6 rue de Seine (6e arr.)",Vœu,XVII,,hôtel de la Reine Margot,,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/e3916616a0e1f06cd55927108fbbcf23.pdf,Disponible,Feature,"[2.336414950431587, 48.85720198063276]",Point,2.336414950431587,48.85720198063276
2009,2009-10-27,102 rue de Grenelle,,75007,['Plan de sauvegarde et de mise en valeur'],"Recommandation au 102, rue de Grenelle (7e arr.)La Commission du Vieux Paris, réunie le 27 octobre 2009 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a examiné le projet concernant le corps de bâtiment des anciennes remises, réaménagé à usage de logements en 1862, et recommandé qu’une attention particulière soit portée au dessin des lucarnes, plus en harmonie avec le style du bâtiment.",Vœu,XIX,,hôtel de Maillebois,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/938b735f8810bf8ce5b143ea6502d796.pdf,Disponible,Feature,"[2.322462391702207, 48.85611614788668]",Point,2.322462391702207,48.85611614788668
2007,2007-01-25,9 rue de Nice,,75011,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.390517512320242, 48.854814104802]",Point,2.390517512320242,48.854814104802
2009,2009-10-15,104 rue Cardinet,,75017,['Aucune'],,Pas de résolution,XIX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/e93c5870fac60d6c3bf4b77b6663d778.pdf,Disponible,Feature,"[2.311350196318237, 48.88536194422387]",Point,2.311350196318237,48.88536194422387
2006,2006-07-13,4 boulevard de Charonne,,75020,['Aucune'],,Pas de résolution,XIX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/34d7007b0231e20c39d8426762330ca5.pdf,Disponible,Feature,"[2.3995169734783683, 48.8485653258122]",Point,2.3995169734783683,48.8485653258122
2006,2006-09-12,123 avenue de Wagram,123 avenue de Wagram  / 2 rue Gounod,75017,['Aucune'],"La Commission du vieux Paris, réunie le 12 septembre 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, rappelant qu’elle a formé un vœu pour le maintien de l’escalier de service entre le deuxième et le troisième étage au 123 avenue de Wagram, 2 rue de Gounod (17e arr.), renouvelle sa demande pour l’ensemble de cet élément de distribution constitutif des immeubles parisiens à partir de la seconde moitié du XIXe siècle.",Vœu,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/b3c9b024ea9e526c660d2c48ca695925.pdf,Disponible,Feature,"[2.3012722207925913, 48.8826814240061]",Point,2.3012722207925913,48.8826814240061
2007,2007-09-18,21 quai Anatole France,,75007,['Plan de sauvegarde et de mise en valeur'],,Pas de résolution,XVIII,,hôtel de Seignelay,Germain Boffrand,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/65beb107ef9153ac0a4a6d9dc498c6a5.pdf,Disponible,Feature,"[2.3222504039885057, 48.86159803785132]",Point,2.3222504039885057,48.86159803785132
2011,2011-05-05,87 rue du Faubourg Saint-Denis,87-87b rue du Faubourg Saint-Denis,75010,['Protection Ville de Paris'],,Pas de résolution,XVIII,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/40a0364c477abb9d7fd96de5401828e3.pdf,Disponible,Feature,"[2.3549158205474616, 48.87377928617806]",Point,2.3549158205474616,48.87377928617806
2006,2006-03-23,11 rue de Laborde,,75008,['Aucune'],"La Commission du vieux Paris, réunie le 23 mars 2006 à l’Hôtel de Ville sous la présidence de M. Jacques Bravo, maire du 9ème arrondissement, a approuvé le nouveau projet qui propose de conserver une partie des structures, notamment le refend transversal, la distribution intérieure, l’escalier d’honneur et l’escalier de service de cet immeuble du Second Empire au 11 rue de Laborde (8e arr.).",Vœu,XIX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/dcb1cdd336716ec8b00016aeb0d9d85f.pdf,Disponible,Feature,"[2.3217949119615056, 48.875704367951215]",Point,2.3217949119615056,48.875704367951215
2007,2007-01-25,13 place Charles Fillion,,75017,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.317022241866661, 48.88692145709826]",Point,2.317022241866661,48.88692145709826
2006,2006-11-22,25 rue des Bluets,,75011,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/a241051457bf077a7d487d176fce591e.pdf,Disponible,Feature,"[2.383647324809027, 48.86502983341146]",Point,2.383647324809027,48.86502983341146
2006,2006-01-17,25 rue d’Aboukir,25 rue d’Aboukir / 37 rue du Louvre  / 26-30 rue du Mail,75002,['Aucune'],"La Commission du vieux Paris, réunie le 17 janvier 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu en faveur d’une intervention plus respectueuse des distributions d’origine, notamment du hall d’entrée avec ses ascenseurs, de l’intégrité de l’écriture architecturale et des décors existants (ferronneries de Raymond Subes, menuiseries, serrureries, bas-reliefs de Boulaignier et Landois, mosaïques du jardin suspendu, vitreries et boiseries …) de l’immeuble construit en 1932 par les architectes F. Leroy et J. Cury, pour les journaux Paris Midi et Paris Soir au 25 rue d’Aboukir, 37 rue du Louvre et 26-30 rue du Mail (2e arr.)",Vœu,XX,1932,,F. Leroy ; J. Cury,Circulations intérieures,Décors,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.3435578592925737, 48.866725934830576]",Point,2.3435578592925737,48.866725934830576
2007,2007-07-10,10 rue du Maroc,10-12 rue du Maroc,75019,['Aucune'],,Pas de résolution,XX,1957,,"Guillemot, Astorg et Robert Salles",Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/b6d0bed6b4fddc8902ab0a4cc4ac7d62.pdf,Disponible,Feature,"[2.370147094201995, 48.886173557674205]",Point,2.370147094201995,48.886173557674205
2007,2007-07-10,20 rue Bonaparte,,75006,['Protection Ville de Paris'],"La Commission du vieux Paris, réunie le 10 juillet 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a approuvé le nouveau projet, moins destructeur, d’implantation d’ascenseur dans le volume de la cage d’escalier du XIXe siècle de cet immeuble protégé au titre du PLU de la Ville de Paris au 20 rue Bonaparte (6e arr.).",Vœu,XVII,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/02/26/b6d0bed6b4fddc8902ab0a4cc4ac7d62.pdf,Disponible,Feature,"[2.33418668278295, 48.85598210049199]",Point,2.33418668278295,48.85598210049199
2007,2007-06-12,6 rue Lemaignan,,75014,['Aucune'],"La Commission du vieux Paris, réunie le 12 juin 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a renouvelé son précédent vœu en faveur d’une étude historique et de la conservation du premier corps de bâtiment sur rue, témoignage rare de l’urbanisation des faubourgs dans les années 1820-1840. Elle a également demandé que le projet de surélévation envisagé sur le corps de bâtiment en brique permette de conserver l’étagement des constructions en hauteur dans le premier front bâti au 6 rue Lemaignan (14e arr.)",Vœu,XIX,,,,,Etude historique,,https://cdn.paris.fr/paris/2020/02/26/5f5a709b9b2491a8253c4518361db5c0.pdf,Disponible,Feature,"[2.3405842958108534, 48.824666642764875]",Point,2.3405842958108534,48.824666642764875
2007,2007-03-06,123 avenue de Wagram,123 avenue de Wagram  / 2 rue Gounod,75017,['Aucune'],"La Commission du vieux Paris, réunie le 6 mars 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a vivement protesté contre la répétition des demandes de démolition fragment par fragment, de l’escalier de service de cet immeuble au 123 avenue de Wagram, 2 rue Gounod (17e arr.), à laquelle la Commission s’est déjà opposée à plusieurs reprises. Cette démarche constitue un véritable détournement de la réglementation en matière d’urbanisme.",Vœu,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/02/26/73e8b3e1164cd939697eb6e451566801.pdf,Disponible,Feature,"[2.3012722207925913, 48.8826814240061]",Point,2.3012722207925913,48.8826814240061
2006,2006-04-25,114 rue des Pyrénées,114-114b-114t rue des Pyrénées,75020,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/7f44d37fb42f0f3e37d97d4a5c5d5a7b.pdf,Disponible,Feature,"[2.4046526275508007, 48.857125676711995]",Point,2.4046526275508007,48.857125676711995
2006,2006-03-02,21 rue Paul-Fort,,75014,['Aucune'],"La Commission du vieux Paris, réunie le 2 mars 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a fermement protesté contre les travaux de démolition réalisés sans autorisation aboutissant à une opération de façadisme sur ce bâtiment présentant d’indéniables qualités patrimoniales au 21 rue Paul-Fort (14e arr.)",Vœu,XX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.3292490434712247, 48.82374636968094]",Point,2.3292490434712247,48.82374636968094
2006,2006-03-02,16 rue de Tournon,,75006,['Protection Ville de Paris'],,Pas de résolution,XVIII,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.3371174340259495, 48.84961070637129]",Point,2.3371174340259495,48.84961070637129
2006,2006-01-17,18 rue de Tournon,18-20 rue de Tournon  / 24 rue de Vaugirard,75006,['Protection Ville de Paris'],,Pas de résolution,XIX,1899,,Georges Debrie,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.3371227620375747, 48.849540670484785]",Point,2.3371227620375747,48.849540670484785
2006,2006-01-17,5 rue de Mouzaïa,5-11 rue Mouzaïa / 1 rue de la Liberté  / 16-18 rue du Général Brunet,75019,['Protection Ville de Paris'],,Pas de résolution,XX,1914,Eglise Saint François d'Assise,Augustin Courcoux ; Paul Courcoux,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/8ee812ce0fe42afd0ab06ff5fb4554b9.pdf,Disponible,Feature,"[2.391148668192774, 48.880195963118894]",Point,2.391148668192774,48.880195963118894
2005,2005-12-20,6 rue Gomboust,5-7 rue Danielle Casanova  / 6 rue Gomboust,75001,['Protection Ville de Paris'],"Recommandation pour l'implantation d'un ascenseur dans un escalier du XVIIIe siècle, 5-7 rue Danielle-Casanova et 6 rue Gomboust (1er arr.)La Commission du vieux Paris, réunie le 20 décembre 2005 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a souhaité que l'implantation d'un ascenseur dans un escalier du XVIIIe siècle, 5-7 rue Danielle-Casanova et 6 rue Gomboust (1er arr.), en respecte l'intégrité.",Vœu,XVIII,,,,Démolition partielle,Circulations intérieures,,Bientôt disponible,Bientôt disponible,Feature,"[2.332987491161972, 48.86736217792068]",Point,2.332987491161972,48.86736217792068
2007,2007-04-03,20 rue Cortot,,75018,['Aucune'],"La Commission du vieux Paris, réunie le 3 avril 2007 à l’Hôtel de Ville sous la présidence de M. Jacques Bravo, Maire du 9e  arrondissement, a protesté contre les travaux effectués sans attendre les autorisations et a formé un vœu contre le projet de modification de la façade sur jardin.",Vœu,XX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/800ec2913c40a3763cc3fdd29f28a268.pdf,Disponible,Feature,"[2.3400221677865045, 48.88778559225511]",Point,2.3400221677865045,48.88778559225511
2006,2006-05-23,12 rue Halévy,12-14 rue Halévy / 5-9 rue de la Chaussée d’Antin  / 2-4 rue Meyerbeer,75009,['Inscrit Monument historique'],"La Commission du vieux Paris, réunie le 23 mai 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu en faveur d’une intervention moins destructrice. Elle a demandé que soient respectées dans leur intégrité les différentes campagnes d’aménagement, en particulier celle de 1917 réalisée par l’architecte J. Rainaut pour l’ancienne banque Sud-Améris et celle des années trente par les architectes J. Ginsberg et F. Heep pour l’agence de voyage Orbis, afin de valoriser dans sa  complexité, la richesse historique de cet ensemble de bâtiments dont l’origine remonte au Second Empire au 12-14X rue Halévy, 2-4 rue Meyerbeer et 5-9 rue de la Chaussée d’Antin (9e arr.).",Vœu,XIX,1917,,J. Rainaut ; J. Ginsberg ;  F. Heep,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/e3916616a0e1f06cd55927108fbbcf23.pdf,Disponible,Feature,"[2.3331227750231895, 48.872321431752944]",Point,2.3331227750231895,48.872321431752944
2006,2006-07-13,18 rue Richard Lenoir,,75011,['Aucune'],,Pas de résolution,XIX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/34d7007b0231e20c39d8426762330ca5.pdf,Disponible,Feature,"[2.3821278521797873, 48.85513117000401]",Point,2.3821278521797873,48.85513117000401
